2.89	0.171875	0.0065625
2.9	0.17128	0.00657439
2.91	0.17069	0.00658621
2.92	0.170103	0.00659794
2.93	0.169521	0.00660959
2.94	0.168942	0.00662116
2.95	0.168367	0.00663265
2.96	0.167797	0.00664407
2.97	0.16723	0.00665541
2.98	0.166667	0.00666667
2.99	0.166107	0.00667785
3	0.165552	0.00668896
3.01	0.165	0.0067
3.02	0.164452	0.00671096
3.03	0.163907	0.00672185
3.04	0.163366	0.00673267
3.05	0.162829	0.00674342
3.06	0.162295	0.0067541
3.07	0.161765	0.00676471
3.08	0.161238	0.00677524
3.09	0.160714	0.00678571
3.1	0.160194	0.00679612
3.11	0.159677	0.00680645
3.12	0.159164	0.00681672
3.13	0.158654	0.00682692
3.14	0.158147	0.00683706
3.15	0.157643	0.00684713
3.16	0.157143	0.00685714
3.17	0.156646	0.00686709
3.18	0.156151	0.00687697
3.19	0.15566	0.00688679
3.2	0.155172	0.00689655
3.21	0.154687	0.00690625
3.22	0.154206	0.00691589
3.23	0.153727	0.00692547
3.24	0.153251	0.00693498
3.25	0.152778	0.00694444
3.26	0.152308	0.00695385
3.27	0.15184	0.00696319
3.28	0.151376	0.00697248
3.29	0.150915	0.00698171
3.3	0.150456	0.00699088
3.31	0.15	0.007
3.32	0.149547	0.00700906
3.33	0.149096	0.00701807
3.34	0.148649	0.00702703
3.35	0.148204	0.00703593
3.36	0.147761	0.00704478
3.37	0.147321	0.00705357
3.38	0.146884	0.00706231
3.39	0.14645	0.00707101
3.4	0.146018	0.00707965
3.41	0.145588	0.00708824
3.42	0.145161	0.00709677
3.43	0.144737	0.00710526
3.44	0.144315	0.0071137
3.45	0.143895	0.00712209
3.46	0.143478	0.00713043
3.47	0.143064	0.00713873
3.48	0.142651	0.00714697
3.49	0.142241	0.00715517
3.5	0.141834	0.00716332
3.51	0.141429	0.00717143
3.52	0.141026	0.00717949
3.53	0.140625	0.0071875
3.54	0.140227	0.00719547
3.55	0.139831	0.00720339
3.56	0.139437	0.00721127
3.57	0.139045	0.0072191
3.58	0.138655	0.00722689
3.59	0.138268	0.00723464
3.6	0.137883	0.00724234
3.61	0.1375	0.00725
3.62	0.137119	0.00725762
3.63	0.13674	0.00726519
3.64	0.136364	0.00727273
3.65	0.135989	0.00728022
3.66	0.135616	0.00728767
3.67	0.135246	0.00729508
3.68	0.134877	0.00730245
3.69	0.134511	0.00730978
3.7	0.134146	0.00731707
3.71	0.133784	0.00732432
3.72	0.133423	0.00733154
3.73	0.133065	0.00733871
3.74	0.132708	0.00734584
3.75	0.132353	0.00735294
3.76	0.132	0.00736
3.77	0.131649	0.00736702
3.78	0.1313	0.00737401
3.79	0.130952	0.00738095
3.8	0.130607	0.00738786
3.81	0.130263	0.00739474
3.82	0.129921	0.00740157
3.83	0.129581	0.00740838
3.84	0.129243	0.00741514
3.85	0.128906	0.00742188
3.86	0.128571	0.00742857
3.87	0.128238	0.00743523
3.88	0.127907	0.00744186
3.89	0.127577	0.00744845
3.9	0.127249	0.00745501
3.91	0.126923	0.00746154
3.92	0.126598	0.00746803
3.93	0.126276	0.00747449
3.94	0.125954	0.00748092
3.95	0.125635	0.00748731
3.96	0.125316	0.00749367
3.97	0.125	0.0075
3.98	0.124685	0.0075063
3.99	0.124372	0.00751256
4	0.12406	0.0075188
4.01	0.12375	0.007525
4.02	0.123441	0.00753117
4.03	0.123134	0.00753731
4.04	0.122829	0.00754342
4.05	0.122525	0.0075495
4.06	0.122222	0.00755556
4.07	0.121921	0.00756158
4.08	0.121622	0.00756757
4.09	0.121324	0.00757353
4.1	0.121027	0.00757946
4.11	0.120732	0.00758537
4.12	0.120438	0.00759124
4.13	0.120146	0.00759709
4.14	0.119855	0.00760291
4.15	0.119565	0.0076087
4.16	0.119277	0.00761446
4.17	0.11899	0.00762019
4.18	0.118705	0.0076259
4.19	0.118421	0.00763158
4.2	0.118138	0.00763723
4.21	0.117857	0.00764286
4.22	0.117577	0.00764846
4.23	0.117299	0.00765403
4.24	0.117021	0.00765957
4.25	0.116745	0.00766509
4.26	0.116471	0.00767059
4.27	0.116197	0.00767606
4.28	0.115925	0.0076815
4.29	0.115654	0.00768692
4.3	0.115385	0.00769231
4.31	0.115116	0.00769767
4.32	0.114849	0.00770302
